Notes,County,County Code,Avg Daily Max Air Temperature (F),Avg Daily Min Air Temperature (F),Avg Daily Max Heat Index (F),County_Formatted,latitude,longitude
,"Hodgeman County, KS",20083.0,68.59,46.02,90.94,"Hodgeman County, KS",38.1023,-99.8976
,"Jackson County, KS",20085.0,64.12,45.37,92.67,"Jackson County, KS",39.4411,-95.8028
,"Jefferson County, KS",20087.0,64.46,45.25,93.03,"Jefferson County, KS",39.2278,-95.385
,"Jewell County, KS",20089.0,64.98,43.93,91.83,"Jewell County, KS",39.7907,-98.2187
,"Johnson County, KS",20091.0,64.68,45.0,92.99,"Johnson County, KS",38.9038,-94.8319
,"Kearny County, KS",20093.0,68.74,45.81,89.44,"Kearny County, KS",38.0015,-101.3222
,"Kingman County, KS",20095.0,68.53,47.54,92.73,"Kingman County, KS",37.5652,-98.1363
,"Kiowa County, KS",20097.0,68.48,47.77,91.28,"Kiowa County, KS",37.5618,-99.2855
,"Labette County, KS",20099.0,68.18,48.56,94.08,"Labette County, KS",37.1903,-95.2979
,"Lane County, KS",20101.0,67.7,45.88,90.08,"Lane County, KS",38.4745,-100.4666
,"Leavenworth County, KS",20103.0,64.64,45.05,93.25,"Leavenworth County, KS",39.1929,-95.0405
,"Lincoln County, KS",20105.0,66.74,45.58,92.64,"Lincoln County, KS",39.0557,-98.2068
,"Linn County, KS",20107.0,66.0,46.09,93.51,"Linn County, KS",38.2138,-94.8444
,"Logan County, KS",20109.0,67.13,45.02,89.32,"Logan County, KS",38.9175,-101.1482
,"Lyon County, KS",20111.0,66.03,46.24,93.02,"Lyon County, KS",38.4561,-96.1521
,"McPherson County, KS",20113.0,66.94,46.54,92.54,"McPherson County, KS",38.3988,-97.6483
,"Marion County, KS",20115.0,66.58,47.07,92.58,"Marion County, KS",38.3482,-97.1048
,"Marshall County, KS",20117.0,63.78,43.76,91.96,"Marshall County, KS",39.7854,-96.523
,"Meade County, KS",20119.0,69.82,47.3,90.85,"Meade County, KS",37.2402,-100.3633
,"Miami County, KS",20121.0,65.14,45.46,93.19,"Miami County, KS",38.5598,-94.8386
,"Mitchell County, KS",20123.0,66.16,45.21,92.48,"Mitchell County, KS",39.3898,-98.2098
,"Montgomery County, KS",20125.0,68.74,48.59,94.6,"Montgomery County, KS",37.1913,-95.7428
,"Morris County, KS",20127.0,65.51,45.69,92.42,"Morris County, KS",38.6985,-96.6403
,"Morton County, KS",20129.0,70.32,47.37,89.16,"Morton County, KS",37.1923,-101.7989
,"Nemaha County, KS",20131.0,63.21,44.1,91.97,"Nemaha County, KS",39.7853,-96.0142
,"Neosho County, KS",20133.0,67.4,47.34,93.72,"Neosho County, KS",37.5657,-95.3067
,"Ness County, KS",20135.0,67.88,45.66,90.83,"Ness County, KS",38.4805,-99.9165
,"Norton County, KS",20137.0,65.53,44.66,90.52,"Norton County, KS",39.7845,-99.9037
,"Osage County, KS",20139.0,65.49,46.58,93.02,"Osage County, KS",38.6542,-95.7293
,"Osborne County, KS",20141.0,66.22,45.22,91.87,"Osborne County, KS",39.3506,-98.7681
,"Ottawa County, KS",20143.0,66.56,45.31,92.97,"Ottawa County, KS",39.134,-97.6509
,"Pawnee County, KS",20145.0,67.91,45.78,91.47,"Pawnee County, KS",38.1817,-99.2412
,"Phillips County, KS",20147.0,65.75,44.16,91.22,"Phillips County, KS",39.7853,-99.3468
,"Pottawatomie County, KS",20149.0,64.72,44.89,92.56,"Pottawatomie County, KS",39.3466,-96.3539
,"Pratt County, KS",20151.0,68.07,47.29,91.71,"Pratt County, KS",37.6507,-98.74
,"Rawlins County, KS",20153.0,65.27,44.07,88.98,"Rawlins County, KS",39.7927,-101.0755
,"Reno County, KS",20155.0,67.87,46.43,92.5,"Reno County, KS",37.9486,-98.0871
,"Republic County, KS",20157.0,64.41,44.12,91.81,"Republic County, KS",39.8302,-97.6509
,"Rice County, KS",20159.0,67.29,45.83,92.22,"Rice County, KS",38.3404,-98.2024
,"Riley County, KS",20161.0,65.13,44.86,92.52,"Riley County, KS",39.3056,-96.8015
,"Rooks County, KS",20163.0,66.66,45.38,91.39,"Rooks County, KS",39.3436,-99.3251
,"Rush County, KS",20165.0,67.75,45.23,91.54,"Rush County, KS",38.5192,-99.3097
,"Russell County, KS",20167.0,67.09,46.11,92.1,"Russell County, KS",38.9163,-98.7621
,"Saline County, KS",20169.0,67.27,46.06,93.27,"Saline County, KS",38.7896,-97.6502
,"Scott County, KS",20171.0,67.68,45.98,89.54,"Scott County, KS",38.4893,-100.9072
,"Sedgwick County, KS",20173.0,68.4,46.76,93.14,"Sedgwick County, KS",37.6926,-97.4802
,"Seward County, KS",20175.0,70.18,47.06,90.32,"Seward County, KS",37.1844,-100.8516
,"Shawnee County, KS",20177.0,65.25,46.08,93.18,"Shawnee County, KS",39.0407,-95.724
,"Sheridan County, KS",20179.0,66.04,45.34,89.72,"Sheridan County, KS",39.3517,-100.4417
,"Sherman County, KS",20181.0,65.23,44.47,87.83,"Sherman County, KS",39.3527,-101.72
,"Smith County, KS",20183.0,65.58,44.18,91.6,"Smith County, KS",39.7851,-98.7853
,"Stafford County, KS",20185.0,67.88,46.09,91.88,"Stafford County, KS",38.0428,-98.6929
,"Stanton County, KS",20187.0,69.87,47.21,89.27,"Stanton County, KS",37.5694,-101.784
,"Stevens County, KS",20189.0,70.27,47.15,89.73,"Stevens County, KS",37.1918,-101.3117
,"Sumner County, KS",20191.0,69.36,48.17,93.7,"Sumner County, KS",37.2327,-97.4761
,"Thomas County, KS",20193.0,65.6,44.76,88.74,"Thomas County, KS",39.3506,-101.056
,"Trego County, KS",20195.0,67.24,45.14,90.86,"Trego County, KS",38.9139,-99.8731
,"Wabaunsee County, KS",20197.0,64.98,45.4,92.54,"Wabaunsee County, KS",38.975,-96.2241
,"Wallace County, KS",20199.0,66.15,44.87,88.08,"Wallace County, KS",38.9078,-101.7635
,"Washington County, KS",20201.0,64.05,43.62,91.9,"Washington County, KS",39.7912,-97.0874
,"Wichita County, KS",20203.0,67.4,45.69,88.83,"Wichita County, KS",38.4844,-101.3475
,"Wilson County, KS",20205.0,67.85,47.23,94.1,"Wilson County, KS",37.5659,-95.7434
,"Woodson County, KS",20207.0,67.04,46.78,93.68,"Woodson County, KS",37.8865,-95.7388
,"Wyandotte County, KS",20209.0,64.75,45.13,93.3,"Wyandotte County, KS",39.0949,-94.7579
,"Adair County, KY",21001.0,65.19,48.54,90.34,"Adair County, KY",37.1179,-85.3011
,"Allen County, KY",21003.0,66.15,49.91,91.03,"Allen County, KY",36.7821,-86.2158
,"Anderson County, KY",21005.0,63.83,47.5,90.22,"Anderson County, KY",38.0072,-84.9809
,"Ballard County, KY",21007.0,67.07,49.32,93.01,"Ballard County, KY",37.0728,-89.0182
,"Barren County, KY",21009.0,65.66,49.02,90.93,"Barren County, KY",36.9559,-85.9523
,"Bath County, KY",21011.0,63.76,46.93,89.54,"Bath County, KY",38.1478,-83.7763
,"Bell County, KY",21013.0,63.38,47.64,87.45,"Bell County, KY",36.7691,-83.6441
,"Boone County, KY",21015.0,62.63,45.93,90.14,"Boone County, KY",38.9622,-84.721
,"Bourbon County, KY",21017.0,63.19,46.5,89.53,"Bourbon County, KY",38.2195,-84.2238
,"Boyd County, KY",21019.0,63.96,47.0,89.4,"Boyd County, KY",38.3696,-82.6985
,"Boyle County, KY",21021.0,63.84,47.31,89.74,"Boyle County, KY",37.6248,-84.8608
,"Bracken County, KY",21023.0,62.96,46.39,89.75,"Bracken County, KY",38.7151,-84.0765
,"Breathitt County, KY",21025.0,64.55,48.34,88.99,"Breathitt County, KY",37.5153,-83.3353
,"Breckinridge County, KY",21027.0,64.74,47.89,91.23,"Breckinridge County, KY",37.8123,-86.4205
,"Bullitt County, KY",21029.0,64.7,47.98,91.16,"Bullitt County, KY",37.9623,-85.7158
,"Butler County, KY",21031.0,65.93,48.91,91.83,"Butler County, KY",37.1976,-86.6579
,"Caldwell County, KY",21033.0,66.28,48.98,92.22,"Caldwell County, KY",37.1651,-87.8705
,"Calloway County, KY",21035.0,67.18,49.96,92.42,"Calloway County, KY",36.6237,-88.2703
,"Campbell County, KY",21037.0,62.83,46.22,90.26,"Campbell County, KY",38.962,-84.3659
,"Carlisle County, KY",21039.0,67.42,49.85,92.91,"Carlisle County, KY",36.8632,-88.9716
,"Carroll County, KY",21041.0,63.17,47.16,90.69,"Carroll County, KY",38.6688,-85.1085
,"Carter County, KY",21043.0,63.39,46.61,89.28,"Carter County, KY",38.3367,-83.0088
,"Casey County, KY",21045.0,64.45,47.96,89.67,"Casey County, KY",37.3273,-84.9335
,"Christian County, KY",21047.0,66.37,49.43,91.87,"Christian County, KY",36.9104,-87.4781
,"Clark County, KY",21049.0,63.72,46.91,89.5,"Clark County, KY",37.9696,-84.156
,"Clay County, KY",21051.0,64.42,48.19,88.82,"Clay County, KY",37.1482,-83.7483
,"Clinton County, KY",21053.0,65.36,48.91,89.99,"Clinton County, KY",36.7537,-85.1245
,"Crittenden County, KY",21055.0,66.11,48.36,92.41,"Crittenden County, KY",37.3369,-88.0854
,"Cumberland County, KY",21057.0,65.95,49.51,90.67,"Cumberland County, KY",36.7784,-85.408
,"Daviess County, KY",21059.0,65.59,48.14,92.19,"Daviess County, KY",37.7459,-87.0688
,"Edmonson County, KY",21061.0,65.54,48.59,91.25,"Edmonson County, KY",37.2033,-86.233
,"Elliott County, KY",21063.0,63.51,46.7,89.16,"Elliott County, KY",38.1318,-83.0627
,"Estill County, KY",21065.0,64.4,47.48,89.69,"Estill County, KY",37.6982,-83.9308
,"Fayette County, KY",21067.0,63.21,46.61,89.45,"Fayette County, KY",38.0282,-84.4715
,"Fleming County, KY",21069.0,63.19,46.42,89.52,"Fleming County, KY",38.3482,-83.6784
,"Floyd County, KY",21071.0,64.58,48.61,88.69,"Floyd County, KY",37.5213,-82.7592
,"Franklin County, KY",21073.0,63.57,47.37,90.37,"Franklin County, KY",38.2397,-84.8667
,"Fulton County, KY",21075.0,68.16,50.42,93.17,"Fulton County, KY",36.5746,-89.0626
,"Gallatin County, KY",21077.0,63.05,46.5,90.52,"Gallatin County, KY",38.7594,-84.9018
,"Garrard County, KY",21079.0,64.17,47.81,89.79,"Garrard County, KY",37.6516,-84.55
,"Grant County, KY",21081.0,62.76,46.07,89.85,"Grant County, KY",38.6403,-84.6381
,"Graves County, KY",21083.0,67.18,50.06,92.59,"Graves County, KY",36.7244,-88.6522
,"Grayson County, KY",21085.0,65.02,48.13,91.21,"Grayson County, KY",37.4721,-86.3497
,"Green County, KY",21087.0,65.2,48.78,90.88,"Green County, KY",37.2912,-85.5544
,"Greenup County, KY",21089.0,63.67,46.91,89.52,"Greenup County, KY",38.5657,-82.9522
,"Hancock County, KY",21091.0,65.08,48.24,91.65,"Hancock County, KY",37.8268,-86.7573
,"Hardin County, KY",21093.0,64.53,47.87,90.8,"Hardin County, KY",37.726,-85.94
,"Harlan County, KY",21095.0,61.77,47.11,86.54,"Harlan County, KY",36.844,-83.2797
,"Harrison County, KY",21097.0,63.18,46.55,89.76,"Harrison County, KY",38.4301,-84.3284
,"Hart County, KY",21099.0,65.18,48.42,90.93,"Hart County, KY",37.2995,-85.9087
,"Henderson County, KY",21101.0,65.73,48.18,92.35,"Henderson County, KY",37.8072,-87.5774
,"Henry County, KY",21103.0,63.11,47.1,90.37,"Henry County, KY",38.4671,-85.1459
,"Hickman County, KY",21105.0,67.79,50.21,92.97,"Hickman County, KY",36.6502,-88.9928
,"Hopkins County, KY",21107.0,66.13,49.19,92.4,"Hopkins County, KY",37.3381,-87.5846
,"Jackson County, KY",21109.0,63.78,47.42,88.79,"Jackson County, KY",37.4156,-83.9961
,"Jefferson County, KY",21111.0,64.44,47.69,91.07,"Jefferson County, KY",38.1944,-85.6526
,"Jessamine County, KY",21113.0,63.66,47.11,89.75,"Jessamine County, KY",37.866,-84.572
,"Johnson County, KY",21115.0,64.58,47.84,89.15,"Johnson County, KY",37.8526,-82.8331
,"Kenton County, KY",21117.0,62.6,45.88,89.96,"Kenton County, KY",38.9462,-84.535
,"Knott County, KY",21119.0,63.78,48.0,87.98,"Knott County, KY",37.3502,-82.9377
,"Knox County, KY",21121.0,64.6,48.28,88.69,"Knox County, KY",36.8716,-83.8549
,"Larue County, KY",21123.0,64.48,48.48,90.61,"Larue County, KY",37.5774,-85.7119
,"Laurel County, KY",21125.0,64.47,48.39,88.93,"Laurel County, KY",37.1377,-84.1151
,"Lawrence County, KY",21127.0,64.43,47.63,89.35,"Lawrence County, KY",38.0749,-82.7514
,"Lee County, KY",21129.0,64.32,47.33,89.26,"Lee County, KY",37.6037,-83.7001
,"Leslie County, KY",21131.0,63.45,47.97,87.86,"Leslie County, KY",37.1023,-83.3517
,"Letcher County, KY",21133.0,62.95,48.01,87.34,"Letcher County, KY",37.1142,-82.8932
,"Lewis County, KY",21135.0,62.92,46.17,89.34,"Lewis County, KY",38.5222,-83.3941
,"Lincoln County, KY",21137.0,63.91,47.87,89.32,"Lincoln County, KY",37.4428,-84.6585
,"Livingston County, KY",21139.0,66.65,48.84,92.71,"Livingston County, KY",37.2032,-88.3267
,"Logan County, KY",21141.0,66.37,49.32,91.6,"Logan County, KY",36.8586,-86.8644
,"Lyon County, KY",21143.0,66.89,49.22,92.66,"Lyon County, KY",37.0257,-88.0819
,"McCracken County, KY",21145.0,66.99,49.23,92.9,"McCracken County, KY",37.0851,-88.7237
,"McCreary County, KY",21147.0,65.27,49.0,89.27,"McCreary County, KY",36.7781,-84.4911
,"McLean County, KY",21149.0,65.84,48.22,92.36,"McLean County, KY",37.5321,-87.2117
,"Madison County, KY",21151.0,64.09,47.42,89.62,"Madison County, KY",37.7168,-84.291
,"Magoffin County, KY",21153.0,64.25,47.8,88.78,"Magoffin County, KY",37.6908,-83.0969
,"Marion County, KY",21155.0,64.41,48.2,90.41,"Marion County, KY",37.5778,-85.2723
,"Marshall County, KY",21157.0,67.11,49.48,92.67,"Marshall County, KY",36.9053,-88.3329
,"Martin County, KY",21159.0,64.44,47.83,88.89,"Martin County, KY",37.8157,-82.526
,"Mason County, KY",21161.0,62.9,46.24,89.58,"Mason County, KY",38.6145,-83.8041
,"Meade County, KY",21163.0,64.66,47.91,91.17,"Meade County, KY",37.9991,-86.2525
,"Menifee County, KY",21165.0,63.31,46.44,88.87,"Menifee County, KY",37.9388,-83.6113
,"Mercer County, KY",21167.0,63.9,47.37,90.04,"Mercer County, KY",37.8246,-84.8676
,"Metcalfe County, KY",21169.0,65.25,48.66,90.38,"Metcalfe County, KY",37.0023,-85.6238
,"Monroe County, KY",21171.0,65.81,49.4,90.54,"Monroe County, KY",36.7285,-85.7189
,"Montgomery County, KY",21173.0,63.78,46.89,89.36,"Montgomery County, KY",38.0463,-83.92
,"Morgan County, KY",21175.0,63.8,46.94,89.04,"Morgan County, KY",37.9136,-83.2228
,"Muhlenberg County, KY",21177.0,65.96,48.48,92.17,"Muhlenberg County, KY",37.2285,-87.1373
,"Nelson County, KY",21179.0,64.7,48.35,90.97,"Nelson County, KY",37.7582,-85.5289
,"Nicholas County, KY",21181.0,63.23,46.52,89.63,"Nicholas County, KY",38.3265,-83.9972
,"Ohio County, KY",21183.0,65.54,48.33,91.95,"Ohio County, KY",37.4755,-86.8745
,"Oldham County, KY",21185.0,63.65,47.43,90.68,"Oldham County, KY",38.4048,-85.4772
,"Owen County, KY",21187.0,62.86,46.48,90.04,"Owen County, KY",38.5319,-84.8467
,"Owsley County, KY",21189.0,64.45,48.0,89.03,"Owsley County, KY",37.399,-83.6845
,"Pendleton County, KY",21191.0,63.04,46.33,90.03,"Pendleton County, KY",38.6954,-84.3654
,"Perry County, KY",21193.0,64.19,48.51,88.51,"Perry County, KY",37.2181,-83.1793
,"Pike County, KY",21195.0,64.06,48.28,88.09,"Pike County, KY",37.471,-82.3248
,"Powell County, KY",21197.0,64.01,47.08,89.37,"Powell County, KY",37.8252,-83.7968
,"Pulaski County, KY",21199.0,64.76,48.35,89.54,"Pulaski County, KY",37.1116,-84.5965
,"Robertson County, KY",21201.0,63.13,46.52,89.72,"Robertson County, KY",38.5144,-84.0653
,"Rockcastle County, KY",21203.0,63.93,48.24,89.04,"Rockcastle County, KY",37.3462,-84.3152
,"Rowan County, KY",21205.0,63.35,46.56,89.16,"Rowan County, KY",38.207,-83.4425
,"Russell County, KY",21207.0,65.09,48.33,90.02,"Russell County, KY",37.0073,-85.0286
,"Scott County, KY",21209.0,63.19,46.72,89.76,"Scott County, KY",38.3021,-84.5863
,"Shelby County, KY",21211.0,63.39,47.05,90.22,"Shelby County, KY",38.1963,-85.2104
,"Simpson County, KY",21213.0,66.15,49.51,91.22,"Simpson County, KY",36.7631,-86.5716
,"Spencer County, KY",21215.0,64.24,47.71,90.75,"Spencer County, KY",38.0446,-85.3081
,"Taylor County, KY",21217.0,64.58,48.36,90.36,"Taylor County, KY",37.338,-85.3025
,"Todd County, KY",21219.0,66.39,49.36,91.65,"Todd County, KY",36.8587,-87.1772
,"Trigg County, KY",21221.0,66.93,49.54,92.35,"Trigg County, KY",36.8204,-87.9047
,"Trimble County, KY",21223.0,62.92,47.15,90.44,"Trimble County, KY",38.6152,-85.333
,"Union County, KY",21225.0,66.02,48.32,92.59,"Union County, KY",37.6855,-87.9466
,"Warren County, KY",21227.0,66.16,49.22,91.53,"Warren County, KY",36.9834,-86.4059
,"Washington County, KY",21229.0,64.33,48.02,90.48,"Washington County, KY",37.7743,-85.1824
,"Wayne County, KY",21231.0,65.14,48.65,89.58,"Wayne County, KY",36.8007,-84.8154
,"Webster County, KY",21233.0,65.95,48.33,92.45,"Webster County, KY",37.4948,-87.7015
,"Whitley County, KY",21235.0,65.0,48.73,88.93,"Whitley County, KY",36.7804,-84.1636
,"Wolfe County, KY",21237.0,63.92,47.07,88.95,"Wolfe County, KY",37.7403,-83.489
,"Woodford County, KY",21239.0,63.63,47.28,90.1,"Woodford County, KY",38.0212,-84.7437
,"Acadia Parish, LA",22001.0,77.07,58.91,94.58,"Acadia Parish, LA",30.2656,-92.4008
,"Allen Parish, LA",22003.0,77.03,57.66,94.65,"Allen Parish, LA",30.6655,-92.7883
,"Ascension Parish, LA",22005.0,77.67,58.92,94.08,"Ascension Parish, LA",30.2049,-90.892
,"Assumption Parish, LA",22007.0,77.73,59.93,93.99,"Assumption Parish, LA",29.8531,-91.0545
,"Avoyelles Parish, LA",22009.0,77.36,57.73,94.59,"Avoyelles Parish, LA",31.0964,-91.9696
,"Beauregard Parish, LA",22011.0,77.3,57.82,94.46,"Beauregard Parish, LA",30.6436,-93.3292
,"Bienville Parish, LA",22013.0,76.1,55.35,94.08,"Bienville Parish, LA",32.3661,-93.0878
,"Bossier Parish, LA",22015.0,76.18,54.95,94.45,"Bossier Parish, LA",32.6292,-93.599
,"Caddo Parish, LA",22017.0,76.48,55.43,94.56,"Caddo Parish, LA",32.6083,-93.9011
,"Calcasieu Parish, LA",22019.0,77.45,59.36,94.5,"Calcasieu Parish, LA",30.2641,-93.3691
,"Caldwell Parish, LA",22021.0,76.32,56.69,94.38,"Caldwell Parish, LA",32.1025,-92.092
,"Cameron Parish, LA",22023.0,76.07,63.35,93.96,"Cameron Parish, LA",29.819,-93.2298
,"Catahoula Parish, LA",22025.0,77.09,57.12,94.58,"Catahoula Parish, LA",31.598,-91.9166
,"Claiborne Parish, LA",22027.0,75.27,55.22,94.06,"Claiborne Parish, LA",32.8018,-92.9816
,"Concordia Parish, LA",22029.0,77.18,57.31,94.63,"Concordia Parish, LA",31.3672,-91.703
,"De Soto Parish, LA",22031.0,76.92,55.89,94.31,"De Soto Parish, LA",32.0954,-93.7859
,"East Baton Rouge Parish, LA",22033.0,77.22,58.39,94.11,"East Baton Rouge Parish, LA",30.5161,-91.0892
,"East Carroll Parish, LA",22035.0,75.33,56.11,94.59,"East Carroll Parish, LA",32.7715,-91.2515
,"East Feliciana Parish, LA",22037.0,76.46,58.58,93.56,"East Feliciana Parish, LA",30.8248,-91.0387
,"Evangeline Parish, LA",22039.0,76.94,58.36,94.62,"Evangeline Parish, LA",30.741,-92.3853
,"Franklin Parish, LA",22041.0,76.47,56.73,94.64,"Franklin Parish, LA",32.1393,-91.7
,"Grant Parish, LA",22043.0,76.89,56.92,94.34,"Grant Parish, LA",31.5928,-92.5634
,"Iberia Parish, LA",22045.0,76.22,62.52,93.9,"Iberia Parish, LA",29.923,-91.8138
,"Iberville Parish, LA",22047.0,77.58,58.66,94.2,"Iberville Parish, LA",30.261,-91.3159
,"Jackson Parish, LA",22049.0,75.8,55.62,93.99,"Jackson Parish, LA",32.3213,-92.5438
,"Jefferson Parish, LA",22051.0,77.72,62.53,93.48,"Jefferson Parish, LA",29.758,-90.1332
,"Jefferson Davis Parish, LA",22053.0,77.24,58.61,94.55,"Jefferson Davis Parish, LA",30.263,-92.8281
,"Lafayette Parish, LA",22055.0,77.04,59.33,94.32,"Lafayette Parish, LA",30.2094,-92.1134
,"Lafourche Parish, LA",22057.0,77.32,62.86,93.51,"Lafourche Parish, LA",29.5039,-90.3832
,"LaSalle Parish, LA",22059.0,76.86,56.98,94.35,"LaSalle Parish, LA",31.626,-92.1804
,"Lincoln Parish, LA",22061.0,75.53,55.02,94.12,"Lincoln Parish, LA",32.6067,-92.6415
,"Livingston Parish, LA",22063.0,77.46,58.7,94.11,"Livingston Parish, LA",30.4129,-90.741
,"Madison Parish, LA",22065.0,75.79,56.33,94.58,"Madison Parish, LA",32.3776,-91.2339
,"Morehouse Parish, LA",22067.0,75.34,55.78,94.72,"Morehouse Parish, LA",32.7574,-91.8294
,"Natchitoches Parish, LA",22069.0,76.84,56.85,94.3,"Natchitoches Parish, LA",31.7492,-93.205
,"Orleans Parish, LA",22071.0,77.35,62.73,93.41,"Orleans Parish, LA",30.0207,-89.9829
,"Ouachita Parish, LA",22073.0,76.01,55.85,94.56,"Ouachita Parish, LA",32.4909,-92.1743
,"Plaquemines Parish, LA",22075.0,75.45,67.68,92.99,"Plaquemines Parish, LA",29.5375,-89.8306
,"Pointe Coupee Parish, LA",22077.0,77.43,57.87,94.44,"Pointe Coupee Parish, LA",30.7518,-91.6754
,"Rapides Parish, LA",22079.0,76.88,57.57,94.37,"Rapides Parish, LA",31.2026,-92.5312
,"Red River Parish, LA",22081.0,76.86,55.87,94.51,"Red River Parish, LA",32.062,-93.319
,"Richland Parish, LA",22083.0,76.03,56.3,94.7,"Richland Parish, LA",32.4099,-91.734
,"Sabine Parish, LA",22085.0,76.83,57.63,94.02,"Sabine Parish, LA",31.5062,-93.4781
,"St. Bernard Parish, LA",22087.0,75.62,66.13,93.19,"St. Bernard Parish, LA",29.8537,-89.6315
,"St. Charles Parish, LA",22089.0,77.87,61.14,93.66,"St. Charles Parish, LA",29.8864,-90.3903
,"St. Helena Parish, LA",22091.0,76.53,58.11,93.52,"St. Helena Parish, LA",30.8246,-90.7047
,"St. James Parish, LA",22093.0,77.73,59.37,94.01,"St. James Parish, LA",30.0233,-90.8217
,"St. John the Baptist Parish, LA",22095.0,77.72,59.77,93.91,"St. John the Baptist Parish, LA",30.091,-90.543
,"St. Landry Parish, LA",22097.0,77.25,58.04,94.49,"St. Landry Parish, LA",30.5748,-91.9828
,"St. Martin Parish, LA",22099.0,77.41,59.63,94.14,"St. Martin Parish, LA",30.2651,-91.78
,"St. Mary Parish, LA",22101.0,77.06,61.84,93.81,"St. Mary Parish, LA",29.7168,-91.3717
,"St. Tammany Parish, LA",22103.0,77.09,60.94,93.52,"St. Tammany Parish, LA",30.4367,-89.9641
,"Tangipahoa Parish, LA",22105.0,77.03,58.83,93.7,"Tangipahoa Parish, LA",30.6427,-90.4062
,"Tensas Parish, LA",22107.0,76.56,56.77,94.61,"Tensas Parish, LA",31.9919,-91.2991
,"Terrebonne Parish, LA",22109.0,77.12,63.09,93.55,"Terrebonne Parish, LA",29.4352,-90.8383
,"Union Parish, LA",22111.0,75.41,55.21,94.45,"Union Parish, LA",32.799,-92.3899
,"Vermilion Parish, LA",22113.0,76.72,61.58,94.18,"Vermilion Parish, LA",29.8404,-92.2937
,"Vernon Parish, LA",22115.0,76.59,57.28,93.84,"Vernon Parish, LA",31.1122,-93.1867
,"Washington Parish, LA",22117.0,76.38,58.28,93.29,"Washington Parish, LA",30.8352,-90.0433
